freq=960.00Hz 
type, time, id, pos_x, pos_y, pos_z, rot_w, rot_x, rot_y, rot_z, cond
M, 107195833, 2, -316.122772, 817.019897, -224.025497, 1, 0, 0, 0, 4.00
M, 107195833, 3, -211.838379, 810.049133, -161.441467, 1, 0, 0, 0, 4.00
M, 107195833, 4, -268.176025, 816.500244, -175.075638, 1, 0, 0, 0, 3.60
M, 107195833, 5, -176.457031, 810.659546, -162.381226, 1, 0, 0, 0, 4.00
M, 107195833, 6, -152.805466, 811.614136, -163.489517, 1, 0, 0, 0, 4.00
M, 107195833, 7, -130.016525, 811.067322, -167.790848, 1, 0, 0, 0, 4.00
M, 107196875, 0, -313.130219, 818.592468, -181.386246, 1, 0, 0, 0, 4.00
M, 107196875, 1, -240.775360, 809.981140, -165.931778, 1, 0, 0, 0, 3.34
M, 107196875, 2, -316.123901, 817.019226, -224.026520, 1, 0, 0, 0, 4.00
M, 107196875, 3, -211.838943, 810.048950, -161.443604, 1, 0, 0, 0, 4.00
M, 107196875, 4, -268.179382, 816.499817, -175.077515, 1, 0, 0, 0, 4.00
M, 107196875, 5, -176.459396, 810.654114, -162.382797, 1, 0, 0, 0, 3.34
M, 107196875, 6, -152.805740, 811.614441, -163.490143, 1, 0, 0, 0, 4.00
M, 107196875, 7, -130.016891, 811.066101, -167.791443, 1, 0, 0, 0, 4.00
M, 107197917, 0, -313.129242, 818.591797, -181.386017, 1, 0, 0, 0, 4.00
M, 107197917, 1, -240.773788, 809.980469, -165.933456, 1, 0, 0, 0, 4.00
M, 107197917, 2, -316.120209, 817.012024, -224.024277, 1, 0, 0, 0, 3.55
M, 107197917, 3, -211.839447, 810.048889, -161.445694, 1, 0, 0, 0, 4.00
M, 107197917, 4, -268.179138, 816.498962, -175.077698, 1, 0, 0, 0, 4.00
M, 107197917, 5, -176.458252, 810.654968, -162.382950, 1, 0, 0, 0, 4.00
M, 107197917, 6, -152.810120, 811.608704, -163.483994, 1, 0, 0, 0, 3.52
M, 107197917, 7, -130.017273, 811.064880, -167.792038, 1, 0, 0, 0, 4.00
M, 107198958, 0, -313.128296, 818.591187, -181.385773, 1, 0, 0, 0, 4.00
M, 107198958, 1, -240.774292, 809.980835, -165.934402, 1, 0, 0, 0, 4.00
M, 107198958, 2, -316.122253, 817.012329, -224.025864, 1, 0, 0, 0, 4.00
M, 107198958, 3, -211.831772, 810.046570, -161.423996, 1, 0, 0, 0, 3.79
M, 107198958, 4, -268.178772, 816.498230, -175.077820, 1, 0, 0, 0, 4.00
M, 107198958, 5, -176.457901, 810.654419, -162.383453, 1, 0, 0, 0, 4.00
M, 107198958, 6, -152.809692, 811.610046, -163.485733, 1, 0, 0, 0, 4.00
M, 107198958, 7, -130.019775, 811.069824, -167.792526, 1, 0, 0, 0, 3.25
M, 107200000, 0, -313.135590, 818.590942, -181.379333, 1, 0, 0, 0, 3.57
M, 107200000, 1, -240.774765, 809.981079, -165.935364, 1, 0, 0, 0, 4.00
M, 107200000, 2, -316.122955, 817.010681, -224.026520, 1, 0, 0, 0, 4.00
M, 107200000, 3, -211.833679, 810.046875, -161.430054, 1, 0, 0, 0, 4.00
M, 107200000, 4, -268.162445, 816.506042, -175.065598, 1, 0, 0, 0, 3.32
M, 107200000, 5, -176.457596, 810.653870, -162.383926, 1, 0, 0, 0, 4.00
M, 107200000, 6, -152.810379, 811.609802, -163.485550, 1, 0, 0, 0, 4.00
M, 107200000, 7, -130.019806, 811.067566, -167.793121, 1, 0, 0, 0, 4.00
M, 107201042, 0, -313.133301, 818.590393, -181.380142, 1, 0, 0, 0, 4.00
M, 107201042, 1, -240.765610, 809.980286, -165.927368, 1, 0, 0, 0, 3.34
M, 107201042, 2, -316.123566, 817.009216, -224.027176, 1, 0, 0, 0, 4.00
M, 107201042, 3, -211.833313, 810.046570, -161.429550, 1, 0, 0, 0, 4.00
M, 107201042, 4, -268.164825, 816.503784, -175.067856, 1, 0, 0, 0, 4.00
M, 107201042, 5, -176.448776, 810.657166, -162.377609, 1, 0, 0, 0, 3.34
M, 107201042, 6, -152.811127, 811.609314, -163.485428, 1, 0, 0, 0, 4.00
M, 107201042, 7, -130.020401, 811.067200, -167.793716, 1, 0, 0, 0, 4.00
M, 107202083, 0, -313.133179, 818.589905, -181.379211, 1, 0, 0, 0, 4.00
M, 107202083, 1, -240.767700, 809.980774, -165.929749, 1, 0, 0, 0, 4.00
M, 107202083, 2, -316.103638, 817.020325, -223.998856, 1, 0, 0, 0, 3.55
M, 107202083, 3, -211.832962, 810.046265, -161.429062, 1, 0, 0, 0, 4.00
M, 107202083, 4, -268.162750, 816.503784, -175.066605, 1, 0, 0, 0, 4.00
M, 107202083, 5, -176.449860, 810.655945, -162.379227, 1, 0, 0, 0, 4.00
M, 107202083, 6, -152.792053, 811.623291, -163.462189, 1, 0, 0, 0, 3.52
M, 107202083, 7, -130.020996, 811.066711, -167.794250, 1, 0, 0, 0, 4.00
M, 107203125, 0, -313.133118, 818.589294, -181.378296, 1, 0, 0, 0, 4.00
M, 107203125, 1, -240.767136, 809.980957, -165.929749, 1, 0, 0, 0, 4.00
M, 107203125, 2, -316.107697, 817.016785, -224.004288, 1, 0, 0, 0, 4.00
M, 107203125, 3, -211.823776, 810.047546, -161.411179, 1, 0, 0, 0, 3.79
M, 107203125, 4, -268.160645, 816.504028, -175.065414, 1, 0, 0, 0, 4.00
M, 107203125, 5, -176.448608, 810.655823, -162.378983, 1, 0, 0, 0, 4.00
M, 107203125, 6, -152.795990, 811.620667, -163.465881, 1, 0, 0, 0, 4.00
M, 107203125, 7, -130.010544, 811.078125, -167.780533, 1, 0, 0, 0, 3.07
M, 107204167, 0, -313.137970, 818.596680, -181.394897, 1, 0, 0, 0, 3.57
M, 107204167, 1, -240.766571, 809.981201, -165.929688, 1, 0, 0, 0, 4.00
M, 107204167, 2, -316.106018, 817.016663, -224.001755, 1, 0, 0, 0, 4.00
M, 107204167, 3, -211.824844, 810.047058, -161.413574, 1, 0, 0, 0, 4.00
M, 107204167, 4, -268.174011, 816.507141, -175.084488, 1, 0, 0, 0, 3.32
M, 107204167, 5, -176.447357, 810.655640, -162.378693, 1, 0, 0, 0, 4.00
M, 107204167, 6, -152.794556, 811.621826, -163.463257, 1, 0, 0, 0, 4.00
M, 107204167, 7, -130.012955, 811.075684, -167.783463, 1, 0, 0, 0, 4.00
M, 107205208, 0, -313.137115, 818.594727, -181.391144, 1, 0, 0, 0, 4.00
M, 107205208, 1, -240.770325, 809.967346, -165.935394, 1, 0, 0, 0, 3.34
M, 107205208, 2, -316.104431, 817.016602, -223.999222, 1, 0, 0, 0, 4.00
M, 107205208, 3, -211.823547, 810.046936, -161.411133, 1, 0, 0, 0, 4.00
M, 107205208, 4, -268.169464, 816.506714, -175.079926, 1, 0, 0, 0, 4.00
M, 107205208, 5, -176.444168, 810.657898, -162.376038, 1, 0, 0, 0, 3.34
M, 107205208, 6, -152.793106, 811.623169, -163.460571, 1, 0, 0, 0, 4.00
M, 107205208, 7, -130.012360, 811.076477, -167.782501, 1, 0, 0, 0, 4.00
M, 107206250, 0, -313.137604, 818.595032, -181.392090, 1, 0, 0, 0, 4.00
M, 107206250, 1, -240.769073, 809.969849, -165.934402, 1, 0, 0, 0, 4.00
M, 107206250, 2, -316.100891, 817.025696, -224.000412, 1, 0, 0, 0, 3.55
M, 107206250, 3, -211.822205, 810.046692, -161.408768, 1, 0, 0, 0, 4.00
M, 107206250, 4, -268.169067, 816.507141, -175.080917, 1, 0, 0, 0, 4.00
M, 107206250, 5, -176.443237, 810.657349, -162.376221, 1, 0, 0, 0, 4.00
M, 107206250, 6, -152.811783, 811.594910, -163.474396, 1, 0, 0, 0, 3.52
M, 107206250, 7, -130.011734, 811.077454, -167.781494, 1, 0, 0, 0, 4.00
M, 107207292, 0, -313.138092, 818.595276, -181.393112, 1, 0, 0, 0, 4.00
M, 107207292, 1, -240.768951, 809.968506, -165.934998, 1, 0, 0, 0, 4.00
M, 107207292, 2, -316.099701, 817.024048, -223.997284, 1, 0, 0, 0, 4.00
M, 107207292, 3, -211.837311, 810.044373, -161.415771, 1, 0, 0, 0, 3.79
M, 107207292, 4, -268.168701, 816.507568, -175.081955, 1, 0, 0, 0, 4.00
M, 107207292, 5, -176.441803, 810.657410, -162.375671, 1, 0, 0, 0, 4.00
M, 107207292, 6, -152.806992, 811.601074, -163.468979, 1, 0, 0, 0, 4.00
M, 107207292, 7, -130.024658, 811.072571, -167.780151, 1, 0, 0, 0, 3.07
M, 107208333, 0, -313.136292, 818.591614, -181.384674, 1, 0, 0, 0, 3.57
M, 107208333, 1, -240.768921, 809.967102, -165.935654, 1, 0, 0, 0, 4.00
M, 107208333, 2, -316.097931, 817.024780, -223.995224, 1, 0, 0, 0, 4.00
M, 107208333, 3, -211.833282, 810.044556, -161.411835, 1, 0, 0, 0, 4.00
M, 107208333, 4, -268.154694, 816.524231, -175.061722, 1, 0, 0, 0, 3.32
M, 107208333, 5, -176.440323, 810.657532, -162.375168, 1, 0, 0, 0, 4.00
M, 107208333, 6, -152.807739, 811.598999, -163.468140, 1, 0, 0, 0, 4.00
M, 107208333, 7, -130.021835, 811.074280, -167.779221, 1, 0, 0, 0, 4.00
M, 107209375, 0, -313.137115, 818.592590, -181.387207, 1, 0, 0, 0, 4.00
M, 107209375, 1, -240.760757, 809.973877, -165.925232, 1, 0, 0, 0, 3.34
M, 107209375, 2, -316.096130, 817.025696, -223.993073, 1, 0, 0, 0, 4.00
M, 107209375, 3, -211.833755, 810.044128, -161.410477, 1, 0, 0, 0, 4.00
M, 107209375, 4, -268.156616, 816.522034, -175.066223, 1, 0, 0, 0, 4.00
M, 107209375, 5, -176.445206, 810.654968, -162.368591, 1, 0, 0, 0, 3.34
M, 107209375, 6, -152.808502, 811.597107, -163.467255, 1, 0, 0, 0, 4.00
M, 107209375, 7, -130.022720, 811.074402, -167.778214, 1, 0, 0, 0, 4.00
M, 107210417, 0, -313.137299, 818.592529, -181.387207, 1, 0, 0, 0, 4.00
M, 107210417, 1, -240.761948, 809.971436, -165.927612, 1, 0, 0, 0, 4.00
M, 107210417, 2, -316.102875, 817.020813, -223.996231, 1, 0, 0, 0, 3.55
M, 107210417, 3, -211.834274, 810.043640, -161.409134, 1, 0, 0, 0, 4.00
M, 107210417, 4, -268.154694, 816.524292, -175.064880, 1, 0, 0, 0, 4.00
M, 107210417, 5, -176.442642, 810.655640, -162.369034, 1, 0, 0, 0, 4.00
M, 107210417, 6, -152.794464, 811.617676, -163.460907, 1, 0, 0, 0, 3.52
M, 107210417, 7, -130.023621, 811.074524, -167.777206, 1, 0, 0, 0, 4.00
M, 107211458, 0, -313.137543, 818.592468, -181.387146, 1, 0, 0, 0, 4.00
M, 107211458, 1, -240.760971, 809.971069, -165.927017, 1, 0, 0, 0, 4.00
M, 107211458, 2, -316.099609, 817.022766, -223.993225, 1, 0, 0, 0, 4.00
M, 107211458, 3, -211.824188, 810.043518, -161.402420, 1, 0, 0, 0, 3.79
M, 107211458, 4, -268.152893, 816.526367, -175.063599, 1, 0, 0, 0, 4.00
M, 107211458, 5, -176.441864, 810.655518, -162.367844, 1, 0, 0, 0, 4.00
M, 107211458, 6, -152.797653, 811.611816, -163.460983, 1, 0, 0, 0, 4.00
M, 107211458, 7, -130.016769, 811.079468, -167.784744, 1, 0, 0, 0, 3.07
M, 107212500, 0, -313.145874, 818.574524, -181.386795, 1, 0, 0, 0, 3.57
M, 107212500, 1, -240.759979, 809.970703, -165.926361, 1, 0, 0, 0, 4.00
M, 107212500, 2, -316.098755, 817.023071, -223.991714, 1, 0, 0, 0, 4.00
M, 107212500, 3, -211.826401, 810.043091, -161.401886, 1, 0, 0, 0, 4.00
M, 107212500, 4, -268.170837, 816.499268, -175.067825, 1, 0, 0, 0, 3.32
M, 107212500, 5, -176.441086, 810.655396, -162.366714, 1, 0, 0, 0, 4.00
M, 107212500, 6, -152.796829, 811.612427, -163.459503, 1, 0, 0, 0, 4.00
M, 107212500, 7, -130.018936, 811.078674, -167.782303, 1, 0, 0, 0, 4.00
M, 107213542, 0, -313.144745, 818.577332, -181.386841, 1, 0, 0, 0, 4.00
M, 107213542, 1, -240.778046, 809.967896, -165.924988, 1, 0, 0, 0, 3.45
M, 107213542, 2, -316.097931, 817.023254, -223.990158, 1, 0, 0, 0, 4.00
M, 107213542, 3, -211.825745, 810.042725, -161.399979, 1, 0, 0, 0, 4.00
M, 107213542, 4, -268.165710, 816.506348, -175.065628, 1, 0, 0, 0, 4.00
M, 107213542, 5, -176.454987, 810.653564, -162.379517, 1, 0, 0, 0, 3.34
M, 107213542, 6, -152.795990, 811.612793, -163.458038, 1, 0, 0, 0, 4.00
M, 107213542, 7, -130.018936, 811.079468, -167.782211, 1, 0, 0, 0, 4.00
M, 107214583, 0, -313.145874, 818.575317, -181.386795, 1, 0, 0, 0, 4.00
M, 107214583, 1, -240.773926, 809.967896, -165.924515, 1, 0, 0, 0, 4.00
M, 107214583, 2, -316.099945, 817.016785, -223.993652, 1, 0, 0, 0, 3.55
M, 107214583, 3, -211.825089, 810.042358, -161.398010, 1, 0, 0, 0, 4.00
M, 107214583, 4, -268.166077, 816.505310, -175.064941, 1, 0, 0, 0, 4.00
M, 107214583, 5, -176.451828, 810.653564, -162.376068, 1, 0, 0, 0, 4.00
M, 107214583, 6, -152.794678, 811.609375, -163.459259, 1, 0, 0, 0, 3.52
M, 107214583, 7, -130.018967, 811.080078, -167.782150, 1, 0, 0, 0, 4.00
M, 107215625, 0, -313.146973, 818.573364, -181.386703, 1, 0, 0, 0, 4.00
M, 107215625, 1, -240.775070, 809.967163, -165.923798, 1, 0, 0, 0, 4.00
M, 107215625, 2, -316.098633, 817.018188, -223.991257, 1, 0, 0, 0, 4.00
M, 107215625, 3, -211.838974, 810.036987, -161.421402, 1, 0, 0, 0, 3.79
M, 107215625, 4, -268.166443, 816.504272, -175.064255, 1, 0, 0, 0, 4.00
M, 107215625, 5, -176.452652, 810.653320, -162.376389, 1, 0, 0, 0, 4.00
M, 107215625, 6, -152.793900, 811.610535, -163.457352, 1, 0, 0, 0, 4.00
M, 107215625, 7, -130.023972, 811.070496, -167.790070, 1, 0, 0, 0, 3.07
M, 107216667, 0, -313.142365, 818.581055, -181.377518, 1, 0, 0, 0, 3.57
M, 107216667, 1, -240.776138, 809.966614, -165.923111, 1, 0, 0, 0, 4.00
M, 107216667, 2, -316.098053, 817.017700, -223.990280, 1, 0, 0, 0, 4.00
M, 107216667, 3, -211.835876, 810.037415, -161.415268, 1, 0, 0, 0, 4.00
M, 107216667, 4, -268.165527, 816.505676, -175.075790, 1, 0, 0, 0, 3.32
M, 107216667, 5, -176.453491, 810.652954, -162.376785, 1, 0, 0, 0, 4.00
M, 107216667, 6, -152.792953, 811.610779, -163.456161, 1, 0, 0, 0, 4.00
M, 107216667, 7, -130.023209, 811.072754, -167.788651, 1, 0, 0, 0, 4.00
M, 107217708, 0, -313.144470, 818.577393, -181.378952, 1, 0, 0, 0, 4.00
M, 107217708, 1, -240.762695, 809.972046, -165.913300, 1, 0, 0, 0, 3.34
M, 107217708, 2, -316.097443, 817.017212, -223.989258, 1, 0, 0, 0, 4.00
M, 107217708, 3, -211.836777, 810.036560, -161.416077, 1, 0, 0, 0, 4.00
M, 107217708, 4, -268.166077, 816.504272, -175.073074, 1, 0, 0, 0, 4.00
M, 107217708, 5, -176.459274, 810.656128, -162.379639, 1, 0, 0, 0, 3.34
M, 107217708, 6, -152.792023, 811.610779, -163.455032, 1, 0, 0, 0, 4.00
M, 107217708, 7, -130.023834, 811.072388, -167.789474, 1, 0, 0, 0, 4.00
M, 107218750, 0, -313.144928, 818.576355, -181.377899, 1, 0, 0, 0, 4.00
M, 107218750, 1, -240.766220, 809.970337, -165.914139, 1, 0, 0, 0, 4.00
M, 107218750, 2, -316.109131, 817.007996, -223.991409, 1, 0, 0, 0, 3.55
M, 107218750, 3, -211.837692, 810.035767, -161.416901, 1, 0, 0, 0, 4.00
M, 107218750, 4, -268.166260, 816.503479, -175.073700, 1, 0, 0, 0, 4.00
M, 107218750, 5, -176.459305, 810.655212, -162.379578, 1, 0, 0, 0, 4.00
M, 107218750, 6, -152.813538, 811.593506, -163.470825, 1, 0, 0, 0, 3.52
M, 107218750, 7, -130.024399, 811.071899, -167.790222, 1, 0, 0, 0, 4.00
M, 107219792, 0, -313.145477, 818.575378, -181.376862, 1, 0, 0, 0, 4.00
M, 107219792, 1, -240.765732, 809.970337, -165.912415, 1, 0, 0, 0, 4.00
M, 107219792, 2, -316.106567, 817.009033, -223.989853, 1, 0, 0, 0, 4.00
M, 107219792, 3, -211.825867, 810.034668, -161.420303, 1, 0, 0, 0, 3.79
M, 107219792, 4, -268.166443, 816.502808, -175.074326, 1, 0, 0, 0, 4.00
M, 107219792, 5, -176.460678, 810.655212, -162.380234, 1, 0, 0, 0, 4.00
M, 107219792, 6, -152.808929, 811.596375, -163.466858, 1, 0, 0, 0, 4.00
M, 107219792, 7, -130.016708, 811.083191, -167.792572, 1, 0, 0, 0, 3.07
M, 107220833, 0, -313.148682, 818.571289, -181.387924, 1, 0, 0, 0, 3.57
M, 107220833, 1, -240.765259, 809.970337, -165.910706, 1, 0, 0, 0, 4.00
M, 107220833, 2, -316.107330, 817.007629, -223.989212, 1, 0, 0, 0, 4.00
M, 107220833, 3, -211.828842, 810.033875, -161.420670, 1, 0, 0, 0, 4.00
M, 107220833, 4, -268.164948, 816.511414, -175.076859, 1, 0, 0, 0, 3.32
M, 107220833, 5, -176.462067, 810.655212, -162.380829, 1, 0, 0, 0, 4.00
M, 107220833, 6, -152.810501, 811.594482, -163.467575, 1, 0, 0, 0, 4.00
M, 107220833, 7, -130.018677, 811.080750, -167.793121, 1, 0, 0, 0, 4.00
M, 107221875, 0, -313.148682, 818.570801, -181.384888, 1, 0, 0, 0, 4.00
M, 107221875, 1, -240.776260, 809.972351, -165.936493, 1, 0, 0, 0, 3.34
M, 107221875, 2, -316.108124, 817.006104, -223.988556, 1, 0, 0, 0, 4.00
M, 107221875, 3, -211.828369, 810.032959, -161.421768, 1, 0, 0, 0, 4.00
M, 107221875, 4, -268.165436, 816.509094, -175.077194, 1, 0, 0, 0, 4.00
M, 107221875, 5, -176.458801, 810.659790, -162.384705, 1, 0, 0, 0, 3.34
M, 107221875, 6, -152.812027, 811.592651, -163.468262, 1, 0, 0, 0, 4.00
M, 107221875, 7, -130.018311, 811.081665, -167.794067, 1, 0, 0, 0, 4.00
M, 107222917, 0, -313.149475, 818.569519, -181.385117, 1, 0, 0, 0, 4.00
M, 107222917, 1, -240.773865, 809.972046, -165.930267, 1, 0, 0, 0, 4.00
M, 107222917, 2, -316.122498, 817.002625, -224.007507, 1, 0, 0, 0, 3.55
M, 107222917, 3, -211.827896, 810.032104, -161.422867, 1, 0, 0, 0, 4.00
M, 107222917, 4, -268.165436, 816.509399, -175.078049, 1, 0, 0, 0, 4.00
M, 107222917, 5, -176.460907, 810.659119, -162.384827, 1, 0, 0, 0, 4.00
M, 107222917, 6, -152.802246, 811.599121, -163.465851, 1, 0, 0, 0, 3.52
M, 107222917, 7, -130.018021, 811.082520, -167.795059, 1, 0, 0, 0, 4.00
M, 107223958, 0, -313.150238, 818.568298, -181.385361, 1, 0, 0, 0, 4.00
M, 107223958, 1, -240.774643, 809.972351, -165.931595, 1, 0, 0, 0, 4.00
M, 107223958, 2, -316.121063, 817.001587, -224.003632, 1, 0, 0, 0, 4.00
M, 107223958, 3, -211.844940, 810.052002, -161.435150, 1, 0, 0, 0, 3.79
M, 107223958, 4, -268.165436, 816.509644, -175.078888, 1, 0, 0, 0, 4.00
M, 107223958, 5, -176.461777, 810.659729, -162.385818, 1, 0, 0, 0, 4.00
M, 107223958, 6, -152.805649, 811.595886, -163.467072, 1, 0, 0, 0, 4.00
M, 107223958, 7, -130.014923, 811.073730, -167.793472, 1, 0, 0, 0, 3.07
M, 107225000, 0, -313.149536, 818.586060, -181.392303, 1, 0, 0, 0, 3.57
M, 107225000, 1, -240.775360, 809.972656, -165.932861, 1, 0, 0, 0, 4.00
M, 107225000, 2, -316.123322, 817.000000, -224.005112, 1, 0, 0, 0, 4.00
M, 107225000, 3, -211.841537, 810.047607, -161.434372, 1, 0, 0, 0, 4.00
M, 107225000, 4, -268.177094, 816.504211, -175.074127, 1, 0, 0, 0, 3.32
M, 107225000, 5, -176.462662, 810.660278, -162.386795, 1, 0, 0, 0, 4.00
M, 107225000, 6, -152.806000, 811.594849, -163.467422, 1, 0, 0, 0, 4.00
M, 107225000, 7, -130.015030, 811.076233, -167.794846, 1, 0, 0, 0, 4.00
M, 107226042, 0, -313.150604, 818.581543, -181.391464, 1, 0, 0, 0, 4.00
M, 107226042, 1, -240.774231, 809.973755, -165.939651, 1, 0, 0, 0, 3.34
M, 107226042, 2, -316.125580, 816.998230, -224.006607, 1, 0, 0, 0, 4.00
M, 107226042, 3, -211.842972, 810.048889, -161.436691, 1, 0, 0, 0, 4.00
M, 107226042, 4, -268.175140, 816.505493, -175.075851, 1, 0, 0, 0, 4.00
M, 107226042, 5, -176.473221, 810.659668, -162.388763, 1, 0, 0, 0, 3.34
M, 107226042, 6, -152.806305, 811.593811, -163.467819, 1, 0, 0, 0, 4.00
M, 107226042, 7, -130.014404, 811.075989, -167.795502, 1, 0, 0, 0, 4.00
M, 107227083, 0, -313.151184, 818.582336, -181.392487, 1, 0, 0, 0, 4.00
M, 107227083, 1, -240.775299, 809.973816, -165.940063, 1, 0, 0, 0, 4.00
M, 107227083, 2, -316.125885, 817.011353, -224.012985, 1, 0, 0, 0, 3.55
M, 107227083, 3, -211.844406, 810.050293, -161.439026, 1, 0, 0, 0, 4.00
M, 107227083, 4, -268.176453, 816.505066, -175.076111, 1, 0, 0, 0, 4.00
M, 107227083, 5, -176.472504, 810.660339, -162.389603, 1, 0, 0, 0, 4.00
M, 107227083, 6, -152.805405, 811.604309, -163.482025, 1, 0, 0, 0, 3.52
M, 107227083, 7, -130.013763, 811.075806, -167.796219, 1, 0, 0, 0, 4.00
M, 107228125, 0, -313.151855, 818.582886, -181.393463, 1, 0, 0, 0, 4.00
M, 107228125, 1, -240.775864, 809.974182, -165.942001, 1, 0, 0, 0, 4.00
M, 107228125, 2, -316.128448, 817.007263, -224.013672, 1, 0, 0, 0, 4.00
M, 107228125, 3, -211.844940, 810.051208, -161.434021, 1, 0, 0, 0, 3.79
M, 107228125, 4, -268.177765, 816.504700, -175.076385, 1, 0, 0, 0, 4.00
M, 107228125, 5, -176.474472, 810.660706, -162.390732, 1, 0, 0, 0, 4.00
M, 107228125, 6, -152.805939, 811.601440, -163.480118, 1, 0, 0, 0, 4.00
M, 107228125, 7, -130.019211, 811.069519, -167.784180, 1, 0, 0, 0, 3.07
M, 107229167, 0, -313.154297, 818.582336, -181.392426, 1, 0, 0, 0, 3.57
M, 107229167, 1, -240.776428, 809.974487, -165.943939, 1, 0, 0, 0, 4.00
M, 107229167, 2, -316.130585, 817.007019, -224.015701, 1, 0, 0, 0, 4.00
M, 107229167, 3, -211.846542, 810.052612, -161.437531, 1, 0, 0, 0, 4.00
M, 107229167, 4, -268.161682, 816.507568, -175.088898, 1, 0, 0, 0, 3.32
M, 107229167, 5, -176.476379, 810.661072, -162.391800, 1, 0, 0, 0, 4.00
M, 107229167, 6, -152.806091, 811.601746, -163.481964, 1, 0, 0, 0, 4.00
M, 107229167, 7, -130.017593, 811.070313, -167.786942, 1, 0, 0, 0, 4.00
M, 107230208, 0, -313.154602, 818.583374, -181.393768, 1, 0, 0, 0, 4.00
M, 107230208, 1, -240.772446, 809.993225, -165.940369, 1, 0, 0, 0, 3.34
M, 107230208, 2, -316.132629, 817.007019, -224.017761, 1, 0, 0, 0, 4.00
M, 107230208, 3, -211.847885, 810.053894, -161.439056, 1, 0, 0, 0, 4.00
M, 107230208, 4, -268.165833, 816.506714, -175.087112, 1, 0, 0, 0, 4.00
M, 107230208, 5, -176.471603, 810.659363, -162.382324, 1, 0, 0, 0, 3.34
M, 107230208, 6, -152.806274, 811.602051, -163.483871, 1, 0, 0, 0, 4.00
M, 107230208, 7, -130.017593, 811.069458, -167.786255, 1, 0, 0, 0, 4.00
M, 107231250, 0, -313.155426, 818.584045, -181.394470, 1, 0, 0, 0, 4.00
M, 107231250, 1, -240.773788, 809.990356, -165.943161, 1, 0, 0, 0, 4.00
M, 107231250, 2, -316.112457, 817.022461, -224.005722, 1, 0, 0, 0, 3.98
M, 107231250, 3, -211.849228, 810.055115, -161.440567, 1, 0, 0, 0, 4.00
M, 107231250, 4, -268.165192, 816.506775, -175.088669, 1, 0, 0, 0, 4.00
M, 107231250, 5, -176.474625, 810.660217, -162.385162, 1, 0, 0, 0, 4.00
M, 107231250, 6, -152.809052, 811.600037, -163.486496, 1, 0, 0, 0, 3.52
M, 107231250, 7, -130.017685, 811.068481, -167.785538, 1, 0, 0, 0, 4.00
M, 107232292, 0, -313.156189, 818.584534, -181.395248, 1, 0, 0, 0, 4.00
M, 107232292, 1, -240.773865, 809.992676, -165.944504, 1, 0, 0, 0, 4.00
M, 107232292, 2, -316.118256, 817.019775, -224.010071, 1, 0, 0, 0, 4.00
M, 107232292, 3, -211.848785, 810.037598, -161.433502, 1, 0, 0, 0, 3.79
M, 107232292, 4, -268.164581, 816.506775, -175.090210, 1, 0, 0, 0, 4.00
M, 107232292, 5, -176.475815, 810.660461, -162.385132, 1, 0, 0, 0, 4.00
M, 107232292, 6, -152.808777, 811.600769, -163.488266, 1, 0, 0, 0, 4.00
M, 107232292, 7, -130.017899, 811.072754, -167.786774, 1, 0, 0, 0, 3.07
M, 107233333, 0, -313.152252, 818.586060, -181.387207, 1, 0, 0, 0, 3.57
M, 107233333, 1, -240.773926, 809.994995, -165.945847, 1, 0, 0, 0, 4.00
M, 107233333, 2, -316.117889, 817.021362, -224.010574, 1, 0, 0, 0, 4.00
M, 107233333, 3, -211.850388, 810.042175, -161.436462, 1, 0, 0, 0, 4.00
M, 107233333, 4, -268.169952, 816.501526, -175.076736, 1, 0, 0, 0, 3.32
M, 107233333, 5, -176.476974, 810.660583, -162.385040, 1, 0, 0, 0, 4.00
M, 107233333, 6, -152.809250, 811.600830, -163.490250, 1, 0, 0, 0, 4.00
M, 107233333, 7, -130.017899, 811.071106, -167.785721, 1, 0, 0, 0, 4.00
M, 107234375, 0, -313.153809, 818.586548, -181.389404, 1, 0, 0, 0, 4.00
M, 107234375, 1, -240.758560, 809.978394, -165.929214, 1, 0, 0, 0, 3.34
M, 107234375, 2, -316.117584, 817.022949, -224.011078, 1, 0, 0, 0, 4.00
M, 107234375, 3, -211.851517, 810.041382, -161.436996, 1, 0, 0, 0, 4.00
M, 107234375, 4, -268.168396, 816.502380, -175.080795, 1, 0, 0, 0, 4.00
M, 107234375, 5, -176.448898, 810.665100, -162.379791, 1, 0, 0, 0, 3.34
M, 107234375, 6, -152.809692, 811.600891, -163.492157, 1, 0, 0, 0, 4.00
M, 107234375, 7, -130.017929, 811.070740, -167.785248, 1, 0, 0, 0, 4.00
M, 107235417, 0, -313.154175, 818.587280, -181.389206, 1, 0, 0, 0, 4.00
M, 107235417, 1, -240.761169, 809.983826, -165.933502, 1, 0, 0, 0, 4.00
M, 107235417, 2, -316.102936, 817.030884, -224.012039, 1, 0, 0, 0, 3.55
M, 107235417, 3, -211.852661, 810.040649, -161.437592, 1, 0, 0, 0, 4.00
M, 107235417, 4, -268.168396, 816.501892, -175.080734, 1, 0, 0, 0, 4.00
M, 107235417, 5, -176.455032, 810.664429, -162.380661, 1, 0, 0, 0, 4.00
M, 107235417, 6, -152.789551, 811.617188, -163.472610, 1, 0, 0, 0, 3.52
